id;wkt
2478;LINESTRING(983550 1.91042e+06 1215.5,983551 1.91042e+06 1215.5,983562 1.91044e+06 1215.5,983574 1.91045e+06 1215.5,983575 1.91045e+06 1215.5,983576 1.91045e+06 1215.5,983587 1.91045e+06 1215.5,983599 1.91045e+06 1215.5,983600 1.91045e+06 1215.5,983612 1.91044e+06 1215.5,983625 1.91043e+06 1215.5,983632 1.91043e+06 1215.5,983650 1.91044e+06 1215.5,983664 1.91045e+06 1215.5)
2479;LINESTRING(993256 1.91048e+06 1215.5,993250 1.91047e+06 1215.5,993238 1.91045e+06 1215.5,993242 1.91044e+06 1215.5,993246 1.91042e+06 1215.5,993247 1.91042e+06 1215.5,993250 1.91042e+06 1215.5,993254 1.9104e+06 1215.5,993255 1.9104e+06 1215.5,993261 1.91039e+06 1215.5,993267 1.91038e+06 1215.5,993269 1.91037e+06 1215.5,993275 1.91036e+06 1215.5,993278 1.91035e+06 1215.5,993280 1.91035e+06 1215.5,993281 1.91033e+06 1215.5,993283 1.91032e+06 1215.5,993275 1.91031e+06 1215.5,993267 1.9103e+06 1215.5,993250 1.91029e+06 1215.5,993239 1.91028e+06 1215.5,993234 1.91026e+06 1215.5,993231 1.91025e+06 1215.5,993237 1.91024e+06 1215.5,993242 1.91022e+06 1215.5,993245 1.91022e+06 1215.5,993250 1.91021e+06 1215.5,993254 1.9102e+06 1215.5,993255 1.9102e+06 1215.5,993261 1.91019e+06 1215.5,993264 1.91018e+06 1215.5,993265 1.91017e+06 1215.5,993266 1.91015e+06 1215.5,993265 1.91014e+06 1215.5,993263 1.91012e+06 1215.5,993260 1.91011e+06 1215.5,993258 1.9101e+06 1215.5,993253 1.91008e+06 1215.5,993252 1.91008e+06 1215.5,993250 1.91006e+06 1215.5,993247 1.91005e+06 1215.5,993246 1.91005e+06 1215.5,993242 1.91002e+06 1215.5,993240 1.91001e+06 1215.5,993237 1.91e+06 1215.5,993234 1.90998e+06 1215.5,993232 1.90998e+06 1215.5,993228 1.90995e+06 1215.5,993227 1.90995e+06 1215.5,993225 1.90993e+06 1215.5,993224 1.90992e+06 1215.5,993224 1.90992e+06 1215.5,993221 1.9099e+06 1215.5,993221 1.9099e+06 1215.5,993218 1.90988e+06 1215.5,993217 1.90987e+06 1215.5,993216 1.90985e+06 1215.5,993214 1.90984e+06 1215.5,993212 1.90982e+06 1215.5,993207 1.90981e+06 1215.5,993205 1.9098e+06 1215.5,993200 1.90978e+06 1215.5,993198 1.90978e+06 1215.5,993196 1.90977e+06 1215.5,993187 1.90975e+06 1215.5,993175 1.90973e+06 1215.5,993171 1.90972e+06 1215.5,993160 1.90971e+06 1215.5,993152 1.9097e+06 1215.5,993150 1.9097e+06 1215.5,993137 1.90968e+06 1215.5)
2480;LINESTRING(934675 1.91037e+06 1215.5,934679 1.91038e+06 1215.5,934678 1.91038e+06 1215.5,934679 1.9104e+06 1215.5,934679 1.9104e+06 1215.5,934677 1.91042e+06 1215.5,934677 1.91043e+06 1215.5)
2481;LINESTRING(941375 1.9102e+06 1215.5,941375 1.9102e+06 1215.5,941375 1.9102e+06 1215.5,941375 1.9102e+06 1215.5,941363 1.91021e+06 1215.5,941351 1.91022e+06 1215.5,941350 1.91023e+06 1215.5,941350 1.91023e+06 1215.5,941332 1.91023e+06 1215.5,941325 1.91024e+06 1215.5,941314 1.91024e+06 1215.5,941300 1.91024e+06 1215.5,941296 1.91025e+06 1215.5,941289 1.91025e+06 1215.5,941279 1.91025e+06 1215.5,941275 1.91026e+06 1215.5,941261 1.91026e+06 1215.5,941250 1.91027e+06 1215.5,941245 1.91027e+06 1215.5,941235 1.91028e+06 1215.5,941228 1.91028e+06 1215.5,941225 1.91028e+06 1215.5,941209 1.91028e+06 1215.5,941200 1.91029e+06 1215.5,941190 1.91029e+06 1215.5,941175 1.9103e+06 1215.5,941171 1.9103e+06 1215.5,941156 1.9103e+06 1215.5,941151 1.9103e+06 1215.5,941150 1.9103e+06 1215.5,941130 1.9103e+06 1215.5,941125 1.91031e+06 1215.5,941109 1.91031e+06 1215.5,941100 1.91031e+06 1215.5,941090 1.91032e+06 1215.5,941075 1.91032e+06 1215.5,941073 1.91032e+06 1215.5,941069 1.91032e+06 1215.5,941056 1.91033e+06 1215.5,941050 1.91034e+06 1215.5,941041 1.91034e+06 1215.5,941025 1.91035e+06 1215.5,941024 1.91035e+06 1215.5,941023 1.91035e+06 1215.5,941007 1.91036e+06 1215.5,941000 1.91036e+06 1215.5,940989 1.91036e+06 1215.5,940975 1.91037e+06 1215.5,940972 1.91037e+06 1215.5,940968 1.91038e+06 1215.5,940956 1.91038e+06 1215.5,940950 1.91039e+06 1215.5,940941 1.91039e+06 1215.5,940928 1.9104e+06 1215.5,940926 1.9104e+06 1215.5,940925 1.9104e+06 1215.5,940911 1.91041e+06 1215.5,940900 1.91042e+06 1215.5,940894 1.91042e+06 1215.5,940877 1.91042e+06 1215.5,940876 1.91043e+06 1215.5,940875 1.91043e+06 1215.5,940856 1.91043e+06 1215.5,940850 1.91043e+06 1215.5,940837 1.91044e+06 1215.5,940825 1.91044e+06 1215.5,940818 1.91044e+06 1215.5)
2482;LINESTRING(922354 1.91042e+06 1215.5,922350 1.91042e+06 1215.5,922338 1.9104e+06 1215.5,922329 1.91038e+06 1215.5,922327 1.91038e+06 1215.5,922325 1.91037e+06 1215.5,922313 1.91035e+06 1215.5,922300 1.91034e+06 1215.5,922225 1.91036e+06 1215.5,922232 1.91036e+06 1215.5,922250 1.91035e+06 1215.5,922253 1.91035e+06 1215.5,922259 1.91035e+06 1215.5,922270 1.91035e+06 1215.5,922275 1.91034e+06 1215.5,922291 1.91034e+06 1215.5)
2483;LINESTRING(923525 1.91039e+06 1215.5,923531 1.9104e+06 1215.5,923550 1.91042e+06 1215.5,923564 1.91042e+06 1215.5)
2484;LINESTRING(965250 1.9104e+06 1215.5,965267 1.9104e+06 1215.5,965275 1.9104e+06 1215.5,965276 1.9104e+06 1215.5,965282 1.9104e+06 1215.5,965298 1.9104e+06 1215.5,965300 1.9104e+06 1215.5,965318 1.91039e+06 1215.5,965325 1.91039e+06 1215.5,965349 1.9104e+06 1215.5,965350 1.9104e+06 1215.5,965351 1.9104e+06 1215.5,965352 1.9104e+06 1215.5,965368 1.91042e+06 1215.5)
2485;LINESTRING(983200 1.91038e+06 1215.5,983225 1.9104e+06 1215.5,983225 1.9104e+06 1215.5,983225 1.9104e+06 1215.5,983250 1.91042e+06 1215.5,983264 1.91042e+06 1215.5)
2486;LINESTRING(995575 1.91037e+06 1215.5,995589 1.91038e+06 1215.5,995600 1.91038e+06 1215.5,995605 1.91038e+06 1215.5,995625 1.91038e+06 1215.5,995634 1.91038e+06 1215.5,995650 1.91038e+06 1215.5,995660 1.91039e+06 1215.5,995675 1.91039e+06 1215.5,995689 1.91039e+06 1215.5,995700 1.91039e+06 1215.5,995714 1.91039e+06 1215.5,995725 1.91039e+06 1215.5,995733 1.91038e+06 1215.5,995750 1.91038e+06 1215.5,995752 1.91038e+06 1215.5,995758 1.91038e+06 1215.5,995770 1.91037e+06 1215.5,995775 1.91037e+06 1215.5,995789 1.91036e+06 1215.5,995800 1.91036e+06 1215.5,995811 1.91036e+06 1215.5,995825 1.91036e+06 1215.5,995832 1.91036e+06 1215.5,995850 1.91035e+06 1215.5,995852 1.91035e+06 1215.5,995855 1.91035e+06 1215.5,995869 1.91034e+06 1215.5,995875 1.91034e+06 1215.5,995888 1.91034e+06 1215.5,995900 1.91033e+06 1215.5,995910 1.91033e+06 1215.5,995925 1.91033e+06 1215.5,995932 1.91033e+06 1215.5,995950 1.91033e+06 1215.5,995952 1.91033e+06 1215.5,995956 1.91032e+06 1215.5,995967 1.91032e+06 1215.5,995970 1.9103e+06 1215.5,995966 1.91029e+06 1215.5,995956 1.91028e+06 1215.5,995950 1.91027e+06 1215.5,995929 1.91025e+06 1215.5,995925 1.91025e+06 1215.5,995762 1.91022e+06 1215.5,995775 1.91023e+06 1215.5,995780 1.91023e+06 1215.5,995800 1.91023e+06 1215.5,995811 1.91024e+06 1215.5,995825 1.91024e+06 1215.5,995836 1.91024e+06 1215.5,995850 1.91024e+06 1215.5,995860 1.91024e+06 1215.5,995875 1.91024e+06 1215.5,995887 1.91024e+06 1215.5,995900 1.91024e+06 1215.5,995922 1.91025e+06 1215.5)
2487;LINESTRING(921925 1.91035e+06 1215.5,921926 1.91035e+06 1215.5,921950 1.91036e+06 1215.5,921958 1.91036e+06 1215.5,921975 1.91036e+06 1215.5,921981 1.91036e+06 1215.5,921999 1.91035e+06 1215.5,922000 1.91035e+06 1215.5,922000 1.91035e+06 1215.5,922018 1.91034e+06 1215.5,922025 1.91034e+06 1215.5,922036 1.91034e+06 1215.5,922050 1.91033e+06 1215.5,922054 1.91033e+06 1215.5,922063 1.91032e+06 1215.5,922072 1.91032e+06 1215.5,922075 1.91032e+06 1215.5,922093 1.91032e+06 1215.5,922100 1.91032e+06 1215.5,922116 1.91032e+06 1215.5,922125 1.91032e+06 1215.5,922147 1.91032e+06 1215.5,922150 1.91032e+06 1215.5,922154 1.91032e+06 1215.5,922175 1.91034e+06 1215.5)
2488;LINESTRING(965125 1.91035e+06 1215.5,965134 1.91035e+06 1215.5,965150 1.91036e+06 1215.5,965158 1.91036e+06 1215.5,965175 1.91036e+06 1215.5,965197 1.91038e+06 1215.5)
2489;LINESTRING(908803 1.91035e+06 1215.5,908819 1.91034e+06 1215.5,908825 1.91034e+06 1215.5,908833 1.91033e+06 1215.5,908845 1.91032e+06 1215.5,908848 1.91032e+06 1215.5,908850 1.91032e+06 1215.5,908865 1.91031e+06 1215.5,908875 1.91031e+06 1215.5,908882 1.91031e+06 1215.5,908897 1.9103e+06 1215.5,908899 1.9103e+06 1215.5,908900 1.9103e+06 1215.5,908917 1.91029e+06 1215.5,908925 1.91029e+06 1215.5,908935 1.91029e+06 1215.5,908950 1.91028e+06 1215.5,908955 1.91028e+06 1215.5,908975 1.91028e+06 1215.5,908977 1.91028e+06 1215.5,908989 1.91028e+06 1215.5,908998 1.91027e+06 1215.5,909000 1.91027e+06 1215.5,909012 1.91026e+06 1215.5,909018 1.91025e+06 1215.5,909021 1.91025e+06 1215.5,909025 1.91024e+06 1215.5,909029 1.91023e+06 1215.5,909032 1.91022e+06 1215.5,909040 1.91021e+06 1215.5,909050 1.91021e+06 1215.5,909053 1.9102e+06 1215.5,909056 1.9102e+06 1215.5,909067 1.91019e+06 1215.5,909075 1.91018e+06 1215.5,909079 1.91018e+06 1215.5,909083 1.91018e+06 1215.5,909091 1.91017e+06 1215.5,909100 1.91015e+06 1215.5,909101 1.91015e+06 1215.5,909101 1.91015e+06 1215.5,909111 1.91014e+06 1215.5,909117 1.91012e+06 1215.5,909111 1.91011e+06 1215.5,909107 1.9101e+06 1215.5,909100 1.91009e+06 1215.5,909088 1.91008e+06 1215.5,909075 1.91005e+06 1215.5,909074 1.91005e+06 1215.5,909073 1.91005e+06 1215.5,909061 1.91002e+06 1215.5,909052 1.91e+06 1215.5,909051 1.91e+06 1215.5,909050 1.90999e+06 1215.5,909047 1.90998e+06 1215.5,909046 1.90997e+06 1215.5,909045 1.90995e+06 1215.5,909045 1.90995e+06 1215.5,909048 1.90992e+06 1215.5,909048 1.90992e+06 1215.5,909050 1.90992e+06 1215.5,909054 1.9099e+06 1215.5,909055 1.9099e+06 1215.5,909062 1.90989e+06 1215.5,909066 1.90988e+06 1215.5,909069 1.90987e+06 1215.5,909075 1.90985e+06 1215.5,909076 1.90985e+06 1215.5,909077 1.90985e+06 1215.5,909081 1.90983e+06 1215.5,909084 1.90982e+06 1215.5,909085 1.90981e+06 1215.5,909087 1.9098e+06 1215.5,909089 1.90979e+06 1215.5,909092 1.90978e+06 1215.5,909093 1.90977e+06 1215.5,909095 1.90975e+06 1215.5,909096 1.90975e+06 1215.5,909097 1.90972e+06 1215.5,909098 1.90972e+06 1215.5,909100 1.9097e+06 1215.5,909100 1.9097e+06 1215.5,909100 1.9097e+06 1215.5,909106 1.90968e+06 1215.5,909109 1.90968e+06 1215.5,909115 1.90967e+06 1215.5,909125 1.90965e+06 1215.5,909126 1.90965e+06 1215.5,909127 1.90965e+06 1215.5,909138 1.90964e+06 1215.5,909148 1.90962e+06 1215.5,909149 1.90962e+06 1215.5,909150 1.90962e+06 1215.5,909160 1.90961e+06 1215.5,909167 1.9096e+06 1215.5,909171 1.9096e+06 1215.5,909175 1.90959e+06 1215.5,909181 1.90958e+06 1215.5,909186 1.90958e+06 1215.5,909191 1.90957e+06 1215.5,909200 1.90955e+06 1215.5,909202 1.90955e+06 1215.5,909209 1.90955e+06 1215.5,909221 1.90955e+06 1215.5,909225 1.90954e+06 1215.5,909234 1.90955e+06 1215.5)
2490;LINESTRING(934650 1.91024e+06 1215.5,934653 1.91025e+06 1215.5,934654 1.91025e+06 1215.5,934655 1.91028e+06 1215.5,934657 1.91028e+06 1215.5,934658 1.9103e+06 1215.5,934664 1.91031e+06 1215.5,934666 1.91032e+06 1215.5,934670 1.91034e+06 1215.5,934670 1.91035e+06 1215.5)
2491;LINESTRING(995475 1.91032e+06 1215.5,995481 1.91032e+06 1215.5,995500 1.91033e+06 1215.5,995518 1.91034e+06 1215.5,995525 1.91035e+06 1215.5,995532 1.91035e+06 1215.5)
2492;LINESTRING(921923 1.91032e+06 1215.5,921923 1.91032e+06 1215.5,921925 1.91031e+06 1215.5,921927 1.9103e+06 1215.5,921926 1.9103e+06 1215.5,921931 1.91028e+06 1215.5,921932 1.91028e+06 1215.5,921933 1.91026e+06 1215.5,921934 1.91025e+06 1215.5,921926 1.91023e+06 1215.5,921926 1.91022e+06 1215.5,921925 1.91022e+06 1215.5,921907 1.9102e+06 1215.5,921900 1.91019e+06 1215.5,921893 1.91018e+06 1215.5,921889 1.91016e+06 1215.5,921886 1.91015e+06 1215.5,921886 1.91014e+06 1215.5,921889 1.91012e+06 1215.5,921893 1.91012e+06 1215.5,921900 1.91011e+06 1215.5,921903 1.9101e+06 1215.5,921906 1.9101e+06 1215.5,921915 1.91009e+06 1215.5,921924 1.91008e+06 1215.5,921925 1.91007e+06 1215.5,921925 1.91007e+06 1215.5,921933 1.91006e+06 1215.5,921936 1.91005e+06 1215.5,921940 1.91004e+06 1215.5,921945 1.91002e+06 1215.5,921946 1.91002e+06 1215.5,921950 1.91e+06 1215.5,921950 1.91e+06 1215.5,921950 1.91e+06 1215.5,921950 1.90999e+06 1215.5,921949 1.90998e+06 1215.5,921948 1.90997e+06 1215.5,921936 1.90995e+06 1215.5,921929 1.90993e+06 1215.5,921927 1.90992e+06 1215.5,921928 1.9099e+06 1215.5,921928 1.9099e+06 1215.5,921925 1.90989e+06 1215.5,921918 1.90988e+06 1215.5,921900 1.90986e+06 1215.5,921881 1.90985e+06 1215.5,921875 1.90985e+06 1215.5,921822 1.90982e+06 1215.5,921825 1.90983e+06 1215.5,921828 1.90983e+06 1215.5,921850 1.90984e+06 1215.5,921871 1.90985e+06 1215.5)
2493;LINESTRING(965025 1.91028e+06 1215.5,965043 1.9103e+06 1215.5,965050 1.91031e+06 1215.5,965075 1.91032e+06 1215.5)
2494;LINESTRING(940350 1.91027e+06 1215.5,940358 1.91028e+06 1215.5,940375 1.91028e+06 1215.5,940385 1.91029e+06 1215.5,940400 1.91029e+06 1215.5,940412 1.9103e+06 1215.5)
2495;LINESTRING(995325 1.91027e+06 1215.5,995326 1.91028e+06 1215.5,995350 1.91029e+06 1215.5,995373 1.9103e+06 1215.5,995375 1.9103e+06 1215.5,995381 1.9103e+06 1215.5)
2496;LINESTRING(965050 1.91005e+06 1215.5,965070 1.91008e+06 1215.5,965073 1.9101e+06 1215.5,965073 1.9101e+06 1215.5,965067 1.91012e+06 1215.5,965063 1.91012e+06 1215.5,965059 1.91013e+06 1215.5,965054 1.91015e+06 1215.5,965053 1.91015e+06 1215.5,965050 1.91016e+06 1215.5,965044 1.91017e+06 1215.5,965038 1.91018e+06 1215.5,965032 1.91018e+06 1215.5,965025 1.91019e+06 1215.5,965019 1.91019e+06 1215.5,965016 1.9102e+06 1215.5,965012 1.91021e+06 1215.5,965013 1.91022e+06 1215.5,965014 1.91024e+06 1215.5,965015 1.91025e+06 1215.5,965022 1.91027e+06 1215.5,965022 1.91028e+06 1215.5)
2497;LINESTRING(977725 1.91023e+06 1215.5,977745 1.91025e+06 1215.5,977750 1.91025e+06 1215.5,977772 1.91028e+06 1215.5)
2498;LINESTRING(940250 1.91021e+06 1215.5,940268 1.91022e+06 1215.5,940275 1.91023e+06 1215.5,940298 1.91025e+06 1215.5,940300 1.91025e+06 1215.5,940301 1.91025e+06 1215.5)
2499;LINESTRING(995175 1.91022e+06 1215.5,995181 1.91022e+06 1215.5,995200 1.91023e+06 1215.5,995213 1.91024e+06 1215.5,995225 1.91024e+06 1215.5,995243 1.91025e+06 1215.5)
2500;LINESTRING(934646 1.91022e+06 1215.5,934647 1.91022e+06 1215.5,934649 1.9102e+06 1215.5,934649 1.9102e+06 1215.5,934650 1.9102e+06 1215.5,934652 1.91018e+06 1215.5,934653 1.91018e+06 1215.5,934657 1.91016e+06 1215.5,934658 1.91015e+06 1215.5,934659 1.91013e+06 1215.5,934659 1.91012e+06 1215.5,934660 1.91011e+06 1215.5,934662 1.9101e+06 1215.5,934663 1.91009e+06 1215.5,934666 1.91008e+06 1215.5,934666 1.91007e+06 1215.5,934668 1.91005e+06 1215.5,934668 1.91004e+06 1215.5,934665 1.91002e+06 1215.5,934664 1.91001e+06 1215.5,934661 1.91e+06 1215.5,934658 1.90998e+06 1215.5,934657 1.90998e+06 1215.5,934655 1.90996e+06 1215.5,934655 1.90995e+06 1215.5,934654 1.90993e+06 1215.5,934654 1.90992e+06 1215.5,934654 1.9099e+06 1215.5,934654 1.9099e+06 1215.5,934652 1.90988e+06 1215.5,934653 1.90988e+06 1215.5,934651 1.90985e+06 1215.5,934651 1.90985e+06 1215.5,934651 1.90983e+06 1215.5,934652 1.90982e+06 1215.5,934655 1.9098e+06 1215.5,934656 1.9098e+06 1215.5,934661 1.90979e+06 1215.5,934665 1.90978e+06 1215.5,934668 1.90977e+06 1215.5,934675 1.90975e+06 1215.5,934675 1.90975e+06 1215.5,934675 1.90975e+06 1215.5,934681 1.90973e+06 1215.5,934683 1.90972e+06 1215.5,934685 1.90971e+06 1215.5,934683 1.9097e+06 1215.5,934685 1.90969e+06 1215.5,934684 1.90968e+06 1215.5,934686 1.90966e+06 1215.5,934686 1.90965e+06 1215.5,934688 1.90964e+06 1215.5,934690 1.90962e+06 1215.5,934692 1.90962e+06 1215.5,934697 1.9096e+06 1215.5,934698 1.9096e+06 1215.5,934700 1.90959e+06 1215.5,934705 1.90958e+06 1215.5,934707 1.90958e+06 1215.5,934712 1.90956e+06 1215.5,934717 1.90955e+06 1215.5,934719 1.90954e+06 1215.5,934725 1.90953e+06 1215.5,934727 1.90953e+06 1215.5,934729 1.90952e+06 1215.5,934732 1.90951e+06 1215.5,934734 1.9095e+06 1215.5,934727 1.90948e+06 1215.5,934726 1.90948e+06 1215.5,934725 1.90947e+06 1215.5,934715 1.90945e+06 1215.5,934714 1.90944e+06 1215.5,934710 1.90942e+06 1215.5,934711 1.90941e+06 1215.5,934711 1.9094e+06 1215.5,934713 1.90939e+06 1215.5,934721 1.90938e+06 1215.5,934722 1.90937e+06 1215.5,934725 1.90937e+06 1215.5,934734 1.90936e+06 1215.5,934743 1.90935e+06 1215.5,934745 1.90935e+06 1215.5,934750 1.90934e+06 1215.5,934758 1.90933e+06 1215.5,934767 1.90932e+06 1215.5,934750 1.90931e+06 1215.5,934741 1.9093e+06 1215.5,934725 1.90929e+06 1215.5,934699 1.90928e+06 1215.5,934700 1.90928e+06 1215.5,934701 1.90928e+06 1215.5)
2501;LINESTRING(977700 1.9102e+06 1215.5,977701 1.9102e+06 1215.5,977703 1.9102e+06 1215.5,977721 1.91022e+06 1215.5)
2502;LINESTRING(995700 1.91019e+06 1215.5,995710 1.9102e+06 1215.5,995725 1.91021e+06 1215.5,995741 1.91022e+06 1215.5,995750 1.91022e+06 1215.5,995762 1.91022e+06 1215.5)
2503;LINESTRING(940225 1.91009e+06 1215.5,940234 1.9101e+06 1215.5,940233 1.91011e+06 1215.5,940232 1.91012e+06 1215.5,940233 1.91013e+06 1215.5,940234 1.91015e+06 1215.5,940236 1.91016e+06 1215.5,940239 1.91018e+06 1215.5,940244 1.91019e+06 1215.5,940246 1.9102e+06 1215.5)
2504;LINESTRING(995100 1.91016e+06 1215.5,995113 1.91018e+06 1215.5,995125 1.91018e+06 1215.5,995145 1.9102e+06 1215.5)
2505;LINESTRING(960071 1.90978e+06 1215.5,960050 1.90976e+06 1215.5,960037 1.90976e+06 1215.5,960025 1.90976e+06 1215.5,960013 1.90976e+06 1215.5,960000 1.90976e+06 1215.5,959991 1.90977e+06 1215.5,959975 1.90977e+06 1215.5,959970 1.90977e+06 1215.5,959950 1.90977e+06 1215.5,959946 1.90977e+06 1215.5,959930 1.90978e+06 1215.5,959926 1.90978e+06 1215.5,959925 1.90978e+06 1215.5,959915 1.90979e+06 1215.5,959910 1.9098e+06 1215.5,959906 1.90981e+06 1215.5,959900 1.90981e+06 1215.5,959893 1.90982e+06 1215.5,959883 1.90982e+06 1215.5,959878 1.90983e+06 1215.5,959875 1.90983e+06 1215.5,959863 1.90984e+06 1215.5,959850 1.90984e+06 1215.5,959847 1.90985e+06 1215.5,959843 1.90985e+06 1215.5,959832 1.90986e+06 1215.5,959825 1.90986e+06 1215.5,959818 1.90987e+06 1215.5,959810 1.90988e+06 1215.5,959805 1.90988e+06 1215.5,959800 1.90989e+06 1215.5,959791 1.90989e+06 1215.5,959775 1.90989e+06 1215.5,959768 1.90989e+06 1215.5,959750 1.90989e+06 1215.5,959744 1.90989e+06 1215.5,959729 1.9099e+06 1215.5,959726 1.9099e+06 1215.5,959725 1.9099e+06 1215.5,959714 1.90991e+06 1215.5,959709 1.90992e+06 1215.5,959707 1.90993e+06 1215.5,959700 1.90995e+06 1215.5,959700 1.90995e+06 1215.5,959699 1.90995e+06 1215.5,959689 1.90996e+06 1215.5,959675 1.90997e+06 1215.5,959675 1.90997e+06 1215.5,959675 1.90998e+06 1215.5,959661 1.90999e+06 1215.5,959650 1.91e+06 1215.5,959650 1.91e+06 1215.5,959649 1.91e+06 1215.5,959642 1.91002e+06 1215.5,959639 1.91002e+06 1215.5,959637 1.91004e+06 1215.5,959632 1.91005e+06 1215.5,959630 1.91006e+06 1215.5,959626 1.91008e+06 1215.5,959626 1.91008e+06 1215.5,959625 1.91008e+06 1215.5,959619 1.91009e+06 1215.5,959616 1.9101e+06 1215.5,959614 1.91011e+06 1215.5,959609 1.91012e+06 1215.5,959608 1.91013e+06 1215.5,959600 1.91015e+06 1215.5,959600 1.91015e+06 1215.5,959599 1.91015e+06 1215.5,959589 1.91016e+06 1215.5)
2506;LINESTRING(978200 1.90996e+06 1215.5,978205 1.90998e+06 1215.5,978205 1.90998e+06 1215.5,978207 1.91e+06 1215.5,978206 1.91001e+06 1215.5,978200 1.91002e+06 1215.5,978199 1.91002e+06 1215.5,978199 1.91002e+06 1215.5,978189 1.91004e+06 1215.5,978182 1.91005e+06 1215.5,978179 1.91005e+06 1215.5,978175 1.91006e+06 1215.5,978166 1.91007e+06 1215.5,978152 1.91008e+06 1215.5,978151 1.91008e+06 1215.5,978150 1.91008e+06 1215.5,978132 1.91008e+06 1215.5,978125 1.91008e+06 1215.5,978110 1.91008e+06 1215.5,978100 1.91009e+06 1215.5,978086 1.91009e+06 1215.5,978075 1.91009e+06 1215.5,978063 1.91009e+06 1215.5,978050 1.91009e+06 1215.5,978040 1.91009e+06 1215.5,978025 1.91009e+06 1215.5,978018 1.91009e+06 1215.5,978000 1.9101e+06 1215.5,977996 1.9101e+06 1215.5,977975 1.9101e+06 1215.5,977974 1.9101e+06 1215.5,977969 1.9101e+06 1215.5,977953 1.9101e+06 1215.5,977950 1.9101e+06 1215.5,977933 1.91011e+06 1215.5,977925 1.91011e+06 1215.5,977911 1.91011e+06 1215.5,977900 1.91011e+06 1215.5,977889 1.91011e+06 1215.5,977875 1.91012e+06 1215.5,977867 1.91012e+06 1215.5,977850 1.91012e+06 1215.5,977845 1.91012e+06 1215.5,977825 1.91012e+06 1215.5,977823 1.91012e+06 1215.5,977800 1.91012e+06 1215.5,977798 1.91012e+06 1215.5,977775 1.91012e+06 1215.5,977772 1.91012e+06 1215.5,977750 1.91012e+06 1215.5,977746 1.91012e+06 1215.5,977725 1.91012e+06 1215.5,977722 1.91012e+06 1215.5,977710 1.91012e+06 1215.5,977702 1.91013e+06 1215.5,977700 1.91013e+06 1215.5,977688 1.91014e+06 1215.5,977687 1.91015e+06 1215.5,977685 1.91016e+06 1215.5,977689 1.91018e+06 1215.5)
2507;LINESTRING(995625 1.91015e+06 1215.5,995631 1.91015e+06 1215.5,995650 1.91017e+06 1215.5,995665 1.91018e+06 1215.5)
2508;LINESTRING(995025 1.91011e+06 1215.5,995049 1.91012e+06 1215.5,995050 1.91013e+06 1215.5,995054 1.91013e+06 1215.5,995075 1.91014e+06 1215.5,995081 1.91015e+06 1215.5)
2509;LINESTRING(995550 1.91009e+06 1215.5,995569 1.9101e+06 1215.5,995575 1.91011e+06 1215.5)
2510;LINESTRING(994975 1.91007e+06 1215.5,994979 1.91008e+06 1215.5,995000 1.91009e+06 1215.5,995009 1.9101e+06 1215.5)
2511;LINESTRING(939448 1.91008e+06 1215.5,939425 1.91006e+06 1215.5,939420 1.91005e+06 1215.5,939412 1.91004e+06 1215.5,939403 1.91002e+06 1215.5,939400 1.91002e+06 1215.5,939380 1.91e+06 1215.5,939375 1.90999e+06 1215.5,939343 1.90998e+06 1215.5,939350 1.90998e+06 1215.5,939359 1.90998e+06 1215.5)
