id;wkt
508;LINESTRING(938725 1.94045e+06 1215.5,938747 1.94045e+06 1215.5,938750 1.94045e+06 1215.5,938751 1.94045e+06 1215.5,938775 1.94045e+06 1215.5,938779 1.94045e+06 1215.5,938800 1.94046e+06 1215.5,938807 1.94046e+06 1215.5,938825 1.94046e+06 1215.5,938836 1.94046e+06 1215.5,938850 1.94046e+06 1215.5,938863 1.94046e+06 1215.5,938875 1.94046e+06 1215.5,938890 1.94046e+06 1215.5,938900 1.94046e+06 1215.5,938915 1.94046e+06 1215.5,938925 1.94046e+06 1215.5,938938 1.94046e+06 1215.5,938950 1.94046e+06 1215.5,938960 1.94046e+06 1215.5,938975 1.94046e+06 1215.5,938979 1.94045e+06 1215.5,938989 1.94045e+06 1215.5,938996 1.94045e+06 1215.5,939000 1.94045e+06 1215.5,939013 1.94044e+06 1215.5,939025 1.94043e+06 1215.5,939030 1.94043e+06 1215.5,939042 1.94042e+06 1215.5,939047 1.94042e+06 1215.5,939050 1.94042e+06 1215.5,939065 1.94042e+06 1215.5,939075 1.94041e+06 1215.5,939084 1.94041e+06 1215.5,939100 1.9404e+06 1215.5,939103 1.9404e+06 1215.5,939111 1.9404e+06 1215.5,939121 1.9404e+06 1215.5,939125 1.94039e+06 1215.5,939138 1.94039e+06 1215.5,939150 1.94038e+06 1215.5,939154 1.94038e+06 1215.5,939160 1.94038e+06 1215.5,939169 1.94037e+06 1215.5,939175 1.94037e+06 1215.5,939185 1.94036e+06 1215.5,939200 1.94035e+06 1215.5,939200 1.94035e+06 1215.5,939201 1.94035e+06 1215.5,939216 1.94034e+06 1215.5,939225 1.94034e+06 1215.5,939232 1.94033e+06 1215.5,939247 1.94032e+06 1215.5,939249 1.94032e+06 1215.5,939250 1.94032e+06 1215.5,939266 1.94032e+06 1215.5,939275 1.94031e+06 1215.5,939285 1.94031e+06 1215.5,939300 1.9403e+06 1215.5,939303 1.9403e+06 1215.5,939312 1.9403e+06 1215.5,939322 1.9403e+06 1215.5,939325 1.9403e+06 1215.5,939340 1.94029e+06 1215.5,939350 1.94029e+06 1215.5,939357 1.94028e+06 1215.5,939368 1.94028e+06 1215.5,939373 1.94027e+06 1215.5,939375 1.94027e+06 1215.5,939388 1.94026e+06 1215.5,939400 1.94025e+06 1215.5,939402 1.94025e+06 1215.5,939405 1.94025e+06 1215.5,939417 1.94024e+06 1215.5,939425 1.94024e+06 1215.5,939432 1.94023e+06 1215.5,939443 1.94022e+06 1215.5,939448 1.94022e+06 1215.5,939450 1.94022e+06 1215.5,939466 1.94022e+06 1215.5,939475 1.94021e+06 1215.5,939487 1.94021e+06 1215.5,939500 1.94021e+06 1215.5,939512 1.94021e+06 1215.5,939525 1.94021e+06 1215.5,939540 1.94022e+06 1215.5,939550 1.94023e+06 1215.5,939569 1.94025e+06 1215.5)
509;LINESTRING(900515 1.94032e+06 1215.5,900509 1.94032e+06 1215.5,900507 1.94033e+06 1215.5,900501 1.94035e+06 1215.5,900502 1.94035e+06 1215.5,900505 1.94038e+06 1215.5,900519 1.94039e+06 1215.5,900523 1.9404e+06 1215.5,900525 1.9404e+06 1215.5,900530 1.9404e+06 1215.5,900550 1.94042e+06 1215.5,900572 1.94042e+06 1215.5)
510;LINESTRING(911151 1.94042e+06 1215.5,911150 1.94042e+06 1215.5,911142 1.9404e+06 1215.5,911140 1.94039e+06 1215.5,911138 1.94038e+06 1215.5,911139 1.94036e+06 1215.5,911140 1.94035e+06 1215.5,911143 1.94034e+06 1215.5,911148 1.94032e+06 1215.5,911149 1.94032e+06 1215.5,911150 1.94032e+06 1215.5,911157 1.94031e+06 1215.5,911158 1.9403e+06 1215.5,911163 1.94029e+06 1215.5,911167 1.94028e+06 1215.5,911169 1.94027e+06 1215.5,911175 1.94025e+06 1215.5,911175 1.94025e+06 1215.5,911175 1.94025e+06 1215.5,911182 1.94023e+06 1215.5,911186 1.94022e+06 1215.5,911190 1.94021e+06 1215.5,911198 1.9402e+06 1215.5,911198 1.9402e+06 1215.5,911200 1.9402e+06 1215.5,911206 1.94018e+06 1215.5,911210 1.94018e+06 1215.5,911212 1.94016e+06 1215.5,911217 1.94015e+06 1215.5,911215 1.94014e+06 1215.5,911215 1.94012e+06 1215.5,911203 1.9401e+06 1215.5,911202 1.9401e+06 1215.5,911200 1.9401e+06 1215.5,911179 1.94008e+06 1215.5,911175 1.94007e+06 1215.5,911156 1.94005e+06 1215.5,911150 1.94004e+06 1215.5,911131 1.94002e+06 1215.5,911125 1.94002e+06 1215.5,911092 1.94e+06 1215.5,911100 1.94e+06 1215.5,911107 1.94001e+06 1215.5)
511;LINESTRING(914961 1.9403e+06 1215.5,914950 1.94029e+06 1215.5,914942 1.94029e+06 1215.5,914935 1.9403e+06 1215.5,914929 1.9403e+06 1215.5,914925 1.94031e+06 1215.5,914923 1.94032e+06 1215.5,914923 1.94032e+06 1215.5,914916 1.94034e+06 1215.5,914915 1.94035e+06 1215.5,914913 1.94036e+06 1215.5,914911 1.94038e+06 1215.5,914910 1.94038e+06 1215.5,914907 1.9404e+06 1215.5,914906 1.94041e+06 1215.5)
512;LINESTRING(915100 1.9404e+06 1215.5,915112 1.9404e+06 1215.5,915125 1.94041e+06 1215.5,915132 1.94041e+06 1215.5,915150 1.94041e+06 1215.5,915166 1.94042e+06 1215.5,915175 1.94042e+06 1215.5,915198 1.94042e+06 1215.5,915200 1.94042e+06 1215.5,915213 1.94042e+06 1215.5)
513;LINESTRING(938600 1.94039e+06 1215.5,938616 1.9404e+06 1215.5,938625 1.94041e+06 1215.5,938640 1.94042e+06 1215.5,938650 1.94042e+06 1215.5,938659 1.94042e+06 1215.5)
514;LINESTRING(943100 1.94037e+06 1215.5,943110 1.94038e+06 1215.5,943125 1.94038e+06 1215.5,943132 1.94038e+06 1215.5,943150 1.94039e+06 1215.5,943159 1.94038e+06 1215.5,943175 1.94038e+06 1215.5,943182 1.94038e+06 1215.5,943200 1.94038e+06 1215.5,943202 1.94038e+06 1215.5,943212 1.94038e+06 1215.5,943222 1.94037e+06 1215.5,943225 1.94037e+06 1215.5,943241 1.94037e+06 1215.5,943250 1.94036e+06 1215.5,943261 1.94036e+06 1215.5,943275 1.94036e+06 1215.5,943282 1.94036e+06 1215.5,943300 1.94035e+06 1215.5,943303 1.94035e+06 1215.5,943323 1.94035e+06 1215.5,943325 1.94035e+06 1215.5,943325 1.94035e+06 1215.5,943346 1.94035e+06 1215.5,943350 1.94035e+06 1215.5,943366 1.94034e+06 1215.5,943375 1.94034e+06 1215.5,943386 1.94034e+06 1215.5,943400 1.94033e+06 1215.5,943404 1.94033e+06 1215.5,943413 1.94032e+06 1215.5,943422 1.94032e+06 1215.5,943425 1.94032e+06 1215.5,943440 1.94031e+06 1215.5,943450 1.94031e+06 1215.5,943456 1.94031e+06 1215.5,943464 1.9403e+06 1215.5,943471 1.9403e+06 1215.5,943475 1.94029e+06 1215.5,943484 1.94028e+06 1215.5,943495 1.94028e+06 1215.5,943498 1.94027e+06 1215.5,943500 1.94027e+06 1215.5,943510 1.94026e+06 1215.5,943521 1.94025e+06 1215.5,943523 1.94025e+06 1215.5,943525 1.94025e+06 1215.5,943536 1.94024e+06 1215.5,943548 1.94022e+06 1215.5,943549 1.94022e+06 1215.5,943550 1.94022e+06 1215.5,943561 1.94021e+06 1215.5,943571 1.9402e+06 1215.5,943573 1.9402e+06 1215.5,943575 1.9402e+06 1215.5,943584 1.94018e+06 1215.5,943593 1.94018e+06 1215.5,943596 1.94017e+06 1215.5,943600 1.94017e+06 1215.5,943608 1.94016e+06 1215.5,943616 1.94015e+06 1215.5,943620 1.94015e+06 1215.5,943625 1.94014e+06 1215.5,943633 1.94013e+06 1215.5,943642 1.94012e+06 1215.5,943647 1.94012e+06 1215.5,943650 1.94012e+06 1215.5,943661 1.94011e+06 1215.5,943675 1.9401e+06 1215.5,943675 1.9401e+06 1215.5,943676 1.9401e+06 1215.5,943691 1.94009e+06 1215.5,943700 1.94009e+06 1215.5,943707 1.94008e+06 1215.5,943718 1.94008e+06 1215.5,943722 1.94007e+06 1215.5,943725 1.94007e+06 1215.5,943738 1.94006e+06 1215.5,943750 1.94006e+06 1215.5,943754 1.94005e+06 1215.5,943761 1.94005e+06 1215.5,943770 1.94004e+06 1215.5,943775 1.94004e+06 1215.5,943786 1.94004e+06 1215.5,943800 1.94003e+06 1215.5,943802 1.94003e+06 1215.5,943806 1.94002e+06 1215.5,943819 1.94002e+06 1215.5,943825 1.94002e+06 1215.5,943835 1.94001e+06 1215.5,943850 1.94e+06 1215.5,943851 1.94e+06 1215.5,943853 1.94e+06 1215.5,943868 1.93999e+06 1215.5,943875 1.93999e+06 1215.5,943884 1.93998e+06 1215.5)
515;LINESTRING(915025 1.94034e+06 1215.5,915047 1.94035e+06 1215.5,915050 1.94035e+06 1215.5,915072 1.94038e+06 1215.5)
516;LINESTRING(919075 1.94033e+06 1215.5,919094 1.94035e+06 1215.5,919100 1.94036e+06 1215.5,919111 1.94036e+06 1215.5,919125 1.94037e+06 1215.5,919144 1.94038e+06 1215.5)
517;LINESTRING(929384 1.94038e+06 1215.5,929375 1.94035e+06 1215.5,929374 1.94035e+06 1215.5,929374 1.94035e+06 1215.5,929375 1.94034e+06 1215.5,929377 1.94033e+06 1215.5,929377 1.94032e+06 1215.5,929380 1.94031e+06 1215.5,929381 1.9403e+06 1215.5,929382 1.94028e+06 1215.5,929383 1.94028e+06 1215.5,929381 1.94026e+06 1215.5,929381 1.94025e+06 1215.5,929376 1.94023e+06 1215.5,929376 1.94022e+06 1215.5,929375 1.94022e+06 1215.5,929368 1.9402e+06 1215.5,929363 1.94019e+06 1215.5,929359 1.94018e+06 1215.5,929350 1.94015e+06 1215.5,929349 1.94015e+06 1215.5,929348 1.94015e+06 1215.5,929337 1.94012e+06 1215.5,929325 1.9401e+06 1215.5,929323 1.9401e+06 1215.5,929319 1.94009e+06 1215.5,929307 1.94008e+06 1215.5,929300 1.94007e+06 1215.5,929288 1.94005e+06 1215.5,929275 1.94003e+06 1215.5,929266 1.94002e+06 1215.5,929250 1.94001e+06 1215.5,929236 1.94e+06 1215.5,929225 1.93999e+06 1215.5,929143 1.93998e+06 1215.5,929150 1.93998e+06 1215.5,929153 1.93998e+06 1215.5,929175 1.93998e+06 1215.5,929184 1.93998e+06 1215.5,929200 1.93999e+06 1215.5,929216 1.93999e+06 1215.5)
518;LINESTRING(943975 1.94034e+06 1215.5,943979 1.94035e+06 1215.5,944000 1.94037e+06 1215.5,944020 1.94038e+06 1215.5)
519;LINESTRING(939725 1.94032e+06 1215.5,939731 1.94032e+06 1215.5,939750 1.94033e+06 1215.5,939752 1.94033e+06 1215.5,939775 1.94033e+06 1215.5,939779 1.94033e+06 1215.5,939800 1.94033e+06 1215.5,939806 1.94033e+06 1215.5,939825 1.94033e+06 1215.5,939835 1.94033e+06 1215.5,939850 1.94034e+06 1215.5,939863 1.94034e+06 1215.5,939875 1.94034e+06 1215.5,939888 1.94034e+06 1215.5,939900 1.94034e+06 1215.5,939908 1.94033e+06 1215.5,939925 1.94033e+06 1215.5,939927 1.94033e+06 1215.5,939930 1.94032e+06 1215.5,939943 1.94032e+06 1215.5,939950 1.94032e+06 1215.5,939963 1.94031e+06 1215.5,939975 1.94031e+06 1215.5,939989 1.94031e+06 1215.5,940000 1.94032e+06 1215.5,940021 1.94032e+06 1215.5,940025 1.94032e+06 1215.5,940042 1.94032e+06 1215.5,940050 1.94033e+06 1215.5,940053 1.94033e+06 1215.5,940075 1.94033e+06 1215.5,940081 1.94033e+06 1215.5,940100 1.94033e+06 1215.5,940105 1.94033e+06 1215.5,940125 1.94033e+06 1215.5,940128 1.94033e+06 1215.5,940150 1.94033e+06 1215.5,940152 1.94033e+06 1215.5,940169 1.94032e+06 1215.5,940175 1.94032e+06 1215.5,940175 1.94032e+06 1215.5,940198 1.94032e+06 1215.5,940200 1.94032e+06 1215.5,940220 1.94032e+06 1215.5,940225 1.94032e+06 1215.5,940241 1.94032e+06 1215.5,940250 1.94031e+06 1215.5,940261 1.94031e+06 1215.5,940275 1.94031e+06 1215.5,940279 1.9403e+06 1215.5,940287 1.9403e+06 1215.5,940295 1.94029e+06 1215.5,940300 1.94029e+06 1215.5,940309 1.94028e+06 1215.5,940322 1.94028e+06 1215.5,940323 1.94027e+06 1215.5,940325 1.94027e+06 1215.5,940336 1.94026e+06 1215.5)
520;LINESTRING(943025 1.94031e+06 1215.5,943045 1.94032e+06 1215.5,943050 1.94033e+06 1215.5,943074 1.94035e+06 1215.5)
521;LINESTRING(919050 1.94029e+06 1215.5,919055 1.9403e+06 1215.5,919063 1.94031e+06 1215.5,919070 1.94032e+06 1215.5)
522;LINESTRING(943967 1.94032e+06 1215.5,943967 1.94032e+06 1215.5,943965 1.9403e+06 1215.5,943968 1.94029e+06 1215.5,943969 1.94028e+06 1215.5,943971 1.94027e+06 1215.5,943975 1.94025e+06 1215.5,943976 1.94025e+06 1215.5,943976 1.94025e+06 1215.5,943982 1.94023e+06 1215.5,943984 1.94022e+06 1215.5,943989 1.94021e+06 1215.5,943995 1.9402e+06 1215.5,943997 1.9402e+06 1215.5,944000 1.94019e+06 1215.5,944005 1.94018e+06 1215.5,944007 1.94018e+06 1215.5,944013 1.94016e+06 1215.5,944018 1.94015e+06 1215.5,944020 1.94015e+06 1215.5,944025 1.94013e+06 1215.5,944028 1.94013e+06 1215.5,944029 1.94012e+06 1215.5,944034 1.94011e+06 1215.5,944038 1.9401e+06 1215.5,944040 1.94009e+06 1215.5,944045 1.94008e+06 1215.5,944046 1.94007e+06 1215.5,944050 1.94006e+06 1215.5,944051 1.94005e+06 1215.5,944052 1.94005e+06 1215.5,944057 1.94003e+06 1215.5,944059 1.94002e+06 1215.5,944062 1.94001e+06 1215.5,944068 1.94e+06 1215.5,944069 1.93999e+06 1215.5,944075 1.93998e+06 1215.5,944076 1.93998e+06 1215.5,944076 1.93998e+06 1215.5,944080 1.93996e+06 1215.5,944082 1.93995e+06 1215.5,944082 1.93993e+06 1215.5,944083 1.93992e+06 1215.5,944076 1.9399e+06 1215.5,944076 1.9399e+06 1215.5,944075 1.9399e+06 1215.5,944073 1.9399e+06 1215.5,944050 1.93989e+06 1215.5,944036 1.93989e+06 1215.5,944025 1.93988e+06 1215.5,944012 1.93989e+06 1215.5,944000 1.93989e+06 1215.5,943992 1.93989e+06 1215.5,943980 1.9399e+06 1215.5,943977 1.9399e+06 1215.5,943975 1.9399e+06 1215.5,943965 1.93991e+06 1215.5,943955 1.93992e+06 1215.5,943953 1.93993e+06 1215.5,943950 1.93993e+06 1215.5,943941 1.93994e+06 1215.5,943932 1.93995e+06 1215.5,943928 1.93995e+06 1215.5,943925 1.93996e+06 1215.5,943915 1.93997e+06 1215.5)
523;LINESTRING(900600 1.94009e+06 1215.5,900606 1.9401e+06 1215.5,900603 1.9401e+06 1215.5,900600 1.94011e+06 1215.5,900592 1.94012e+06 1215.5,900589 1.94012e+06 1215.5,900584 1.94013e+06 1215.5,900577 1.94015e+06 1215.5,900576 1.94015e+06 1215.5,900575 1.94016e+06 1215.5,900570 1.94017e+06 1215.5,900568 1.94018e+06 1215.5,900565 1.94019e+06 1215.5,900564 1.9402e+06 1215.5,900562 1.94021e+06 1215.5,900560 1.94022e+06 1215.5,900558 1.94023e+06 1215.5,900554 1.94025e+06 1215.5,900553 1.94025e+06 1215.5,900550 1.94026e+06 1215.5,900545 1.94027e+06 1215.5,900541 1.94028e+06 1215.5,900535 1.94029e+06 1215.5)
524;LINESTRING(939600 1.94027e+06 1215.5,939601 1.94028e+06 1215.5,939625 1.94029e+06 1215.5,939641 1.9403e+06 1215.5)
525;LINESTRING(942975 1.94027e+06 1215.5,942979 1.94028e+06 1215.5,943000 1.94029e+06 1215.5,943013 1.9403e+06 1215.5)
526;LINESTRING(919025 1.94022e+06 1215.5,919028 1.94022e+06 1215.5,919029 1.94023e+06 1215.5,919035 1.94025e+06 1215.5,919040 1.94027e+06 1215.5,919043 1.94028e+06 1215.5)
527;LINESTRING(930075 1.94024e+06 1215.5,930084 1.94025e+06 1215.5,930100 1.94026e+06 1215.5,930118 1.94028e+06 1215.5)
528;LINESTRING(941875 1.93841e+06 1215.5,941876 1.93842e+06 1215.5,941876 1.93843e+06 1215.5,941880 1.93845e+06 1215.5,941881 1.93846e+06 1215.5,941885 1.93848e+06 1215.5,941886 1.93849e+06 1215.5,941888 1.9385e+06 1215.5,941888 1.93851e+06 1215.5,941889 1.93852e+06 1215.5,941888 1.93854e+06 1215.5,941888 1.93855e+06 1215.5,941888 1.93856e+06 1215.5,941887 1.93858e+06 1215.5,941886 1.93859e+06 1215.5,941886 1.9386e+06 1215.5,941885 1.93861e+06 1215.5,941884 1.93862e+06 1215.5,941884 1.93863e+06 1215.5,941883 1.93865e+06 1215.5,941883 1.93866e+06 1215.5,941883 1.93868e+06 1215.5,941883 1.93868e+06 1215.5,941884 1.9387e+06 1215.5,941885 1.93871e+06 1215.5,941886 1.93872e+06 1215.5,941888 1.93874e+06 1215.5,941889 1.93875e+06 1215.5,941891 1.93877e+06 1215.5,941891 1.93878e+06 1215.5,941892 1.93879e+06 1215.5,941892 1.9388e+06 1215.5,941890 1.93882e+06 1215.5,941890 1.93882e+06 1215.5,941887 1.93884e+06 1215.5,941885 1.93885e+06 1215.5,941883 1.93886e+06 1215.5,941879 1.93888e+06 1215.5,941878 1.93888e+06 1215.5,941875 1.93889e+06 1215.5,941873 1.9389e+06 1215.5,941872 1.9389e+06 1215.5,941867 1.93892e+06 1215.5,941864 1.93892e+06 1215.5,941860 1.93893e+06 1215.5,941853 1.93895e+06 1215.5,941852 1.93895e+06 1215.5,941850 1.93896e+06 1215.5,941845 1.93897e+06 1215.5,941842 1.93898e+06 1215.5,941837 1.93899e+06 1215.5,941829 1.939e+06 1215.5,941828 1.939e+06 1215.5,941825 1.93901e+06 1215.5,941818 1.93902e+06 1215.5,941813 1.93902e+06 1215.5,941808 1.93903e+06 1215.5,941800 1.93904e+06 1215.5,941797 1.93905e+06 1215.5,941796 1.93905e+06 1215.5,941787 1.93906e+06 1215.5,941777 1.93908e+06 1215.5,941776 1.93908e+06 1215.5,941775 1.93908e+06 1215.5,941766 1.93909e+06 1215.5,941761 1.9391e+06 1215.5,941756 1.93911e+06 1215.5,941750 1.93912e+06 1215.5,941747 1.93912e+06 1215.5,941746 1.93912e+06 1215.5,941739 1.93914e+06 1215.5,941734 1.93915e+06 1215.5,941732 1.93916e+06 1215.5,941725 1.93917e+06 1215.5,941725 1.93917e+06 1215.5,941725 1.93918e+06 1215.5,941719 1.93919e+06 1215.5,941716 1.9392e+06 1215.5,941712 1.93921e+06 1215.5,941706 1.93922e+06 1215.5,941704 1.93923e+06 1215.5,941700 1.93924e+06 1215.5,941696 1.93925e+06 1215.5,941693 1.93925e+06 1215.5,941686 1.93926e+06 1215.5,941677 1.93928e+06 1215.5,941676 1.93928e+06 1215.5,941675 1.93928e+06 1215.5,941664 1.93929e+06 1215.5,941650 1.9393e+06 1215.5,941649 1.9393e+06 1215.5,941648 1.9393e+06 1215.5,941633 1.93931e+06 1215.5,941625 1.93931e+06 1215.5,941614 1.93931e+06 1215.5,941600 1.93932e+06 1215.5,941595 1.93932e+06 1215.5,941587 1.93932e+06 1215.5,941579 1.93933e+06 1215.5,941575 1.93933e+06 1215.5,941566 1.93934e+06 1215.5,941558 1.93935e+06 1215.5,941555 1.93935e+06 1215.5,941550 1.93936e+06 1215.5,941545 1.93937e+06 1215.5,941541 1.93938e+06 1215.5,941536 1.93939e+06 1215.5,941526 1.9394e+06 1215.5,941525 1.9394e+06 1215.5,941525 1.9394e+06 1215.5,941514 1.93941e+06 1215.5,941502 1.93942e+06 1215.5,941501 1.93943e+06 1215.5,941500 1.93943e+06 1215.5,941488 1.93944e+06 1215.5,941475 1.93945e+06 1215.5,941474 1.93945e+06 1215.5,941473 1.93945e+06 1215.5,941460 1.93946e+06 1215.5,941450 1.93947e+06 1215.5,941445 1.93947e+06 1215.5,941437 1.93948e+06 1215.5,941431 1.93948e+06 1215.5,941425 1.93948e+06 1215.5,941413 1.93949e+06 1215.5,941400 1.93949e+06 1215.5,941392 1.93949e+06 1215.5,941375 1.9395e+06 1215.5,941374 1.9395e+06 1215.5,941374 1.9395e+06 1215.5,941358 1.93951e+06 1215.5,941350 1.93952e+06 1215.5,941348 1.93952e+06 1215.5,941347 1.93952e+06 1215.5,941342 1.93954e+06 1215.5,941339 1.93955e+06 1215.5,941337 1.93956e+06 1215.5,941333 1.93958e+06 1215.5,941332 1.93958e+06 1215.5,941325 1.9396e+06 1215.5,941325 1.9396e+06 1215.5,941325 1.9396e+06 1215.5,941316 1.93962e+06 1215.5,941308 1.93962e+06 1215.5,941304 1.93963e+06 1215.5,941300 1.93963e+06 1215.5,941291 1.93964e+06 1215.5,941280 1.93965e+06 1215.5,941277 1.93965e+06 1215.5,941275 1.93965e+06 1215.5,941265 1.93966e+06 1215.5,941253 1.93968e+06 1215.5,941252 1.93968e+06 1215.5,941250 1.93968e+06 1215.5,941240 1.93969e+06 1215.5,941230 1.9397e+06 1215.5,941228 1.9397e+06 1215.5,941225 1.93971e+06 1215.5,941216 1.93972e+06 1215.5,941208 1.93972e+06 1215.5,941204 1.93973e+06 1215.5,941200 1.93973e+06 1215.5,941193 1.93974e+06 1215.5,941188 1.93975e+06 1215.5,941182 1.93976e+06 1215.5,941175 1.93977e+06 1215.5,941171 1.93977e+06 1215.5,941168 1.93978e+06 1215.5,941161 1.93979e+06 1215.5,941150 1.9398e+06 1215.5,941149 1.9398e+06 1215.5,941148 1.9398e+06 1215.5,941138 1.93981e+06 1215.5,941127 1.93982e+06 1215.5,941126 1.93983e+06 1215.5,941125 1.93983e+06 1215.5,941115 1.93984e+06 1215.5,941107 1.93985e+06 1215.5,941104 1.93985e+06 1215.5,941100 1.93986e+06 1215.5,941093 1.93987e+06 1215.5,941086 1.93988e+06 1215.5,941082 1.93988e+06 1215.5,941075 1.93989e+06 1215.5,941069 1.93989e+06 1215.5,941063 1.9399e+06 1215.5,941056 1.93991e+06 1215.5,941050 1.93991e+06 1215.5,941044 1.93992e+06 1215.5,941038 1.93992e+06 1215.5,941032 1.93993e+06 1215.5,941025 1.93994e+06 1215.5,941018 1.93994e+06 1215.5,941008 1.93995e+06 1215.5,941004 1.93995e+06 1215.5,941000 1.93996e+06 1215.5,940987 1.93996e+06 1215.5,940975 1.93997e+06 1215.5,940971 1.93997e+06 1215.5,940962 1.93998e+06 1215.5,940954 1.93998e+06 1215.5,940950 1.93998e+06 1215.5,940938 1.93999e+06 1215.5,940925 1.93999e+06 1215.5,940921 1.94e+06 1215.5,940913 1.94e+06 1215.5,940905 1.94e+06 1215.5,940900 1.94001e+06 1215.5,940889 1.94001e+06 1215.5,940875 1.94002e+06 1215.5,940873 1.94002e+06 1215.5,940867 1.94002e+06 1215.5,940856 1.94003e+06 1215.5,940850 1.94003e+06 1215.5,940838 1.94004e+06 1215.5,940825 1.94004e+06 1215.5,940818 1.94004e+06 1215.5,940800 1.94005e+06 1215.5,940798 1.94005e+06 1215.5,940783 1.94005e+06 1215.5,940776 1.94005e+06 1215.5,940775 1.94005e+06 1215.5,940753 1.94005e+06 1215.5,940750 1.94005e+06 1215.5,940729 1.94005e+06 1215.5,940725 1.94005e+06 1215.5,940704 1.94005e+06 1215.5,940700 1.94005e+06 1215.5,940679 1.94005e+06 1215.5,940675 1.94005e+06 1215.5,940654 1.94005e+06 1215.5,940650 1.94005e+06 1215.5,940630 1.94006e+06 1215.5,940625 1.94006e+06 1215.5,940609 1.94006e+06 1215.5,940600 1.94006e+06 1215.5,940589 1.94006e+06 1215.5,940575 1.94007e+06 1215.5,940570 1.94007e+06 1215.5,940552 1.94008e+06 1215.5,940551 1.94008e+06 1215.5,940550 1.94008e+06 1215.5,940532 1.94008e+06 1215.5,940525 1.94009e+06 1215.5,940514 1.94009e+06 1215.5,940500 1.9401e+06 1215.5,940499 1.9401e+06 1215.5,940496 1.9401e+06 1215.5,940485 1.94011e+06 1215.5,940475 1.94012e+06 1215.5,940472 1.94012e+06 1215.5,940468 1.94012e+06 1215.5,940459 1.94013e+06 1215.5,940450 1.94014e+06 1215.5,940447 1.94015e+06 1215.5,940444 1.94015e+06 1215.5,940435 1.94016e+06 1215.5,940425 1.94017e+06 1215.5,940425 1.94017e+06 1215.5,940424 1.94018e+06 1215.5,940414 1.94019e+06 1215.5,940405 1.9402e+06 1215.5,940403 1.9402e+06 1215.5,940400 1.94021e+06 1215.5,940391 1.94022e+06 1215.5,940381 1.94022e+06 1215.5,940378 1.94023e+06 1215.5,940375 1.94023e+06 1215.5,940363 1.94024e+06 1215.5)
529;LINESTRING(942924 1.94022e+06 1215.5,942925 1.94023e+06 1215.5)
530;LINESTRING(930061 1.94022e+06 1215.5,930050 1.94021e+06 1215.5,930038 1.9402e+06 1215.5,930025 1.94019e+06 1215.5,930013 1.94018e+06 1215.5,930000 1.94016e+06 1215.5,929992 1.94015e+06 1215.5,929975 1.94013e+06 1215.5,929974 1.94012e+06 1215.5,929974 1.94012e+06 1215.5,929958 1.9401e+06 1215.5,929950 1.94009e+06 1215.5,929940 1.94008e+06 1215.5,929925 1.94005e+06 1215.5,929925 1.94005e+06 1215.5,929925 1.94005e+06 1215.5,929911 1.94002e+06 1215.5,929900 1.94e+06 1215.5,929899 1.94e+06 1215.5,929899 1.94e+06 1215.5,929891 1.93998e+06 1215.5,929890 1.93997e+06 1215.5,929888 1.93995e+06 1215.5,929889 1.93994e+06 1215.5,929889 1.93992e+06 1215.5,929890 1.93992e+06 1215.5,929895 1.9399e+06 1215.5,929896 1.9399e+06 1215.5,929900 1.93989e+06 1215.5,929905 1.93988e+06 1215.5,929908 1.93988e+06 1215.5,929914 1.93986e+06 1215.5,929922 1.93985e+06 1215.5,929923 1.93985e+06 1215.5,929925 1.93984e+06 1215.5,929931 1.93983e+06 1215.5,929932 1.93982e+06 1215.5,929936 1.93981e+06 1215.5,929939 1.9398e+06 1215.5,929941 1.93979e+06 1215.5,929945 1.93978e+06 1215.5,929944 1.93977e+06 1215.5,929945 1.93975e+06 1215.5,929945 1.93974e+06 1215.5,929945 1.93972e+06 1215.5,929945 1.93972e+06 1215.5,929946 1.9397e+06 1215.5,929943 1.93969e+06 1215.5,929940 1.93968e+06 1215.5,929925 1.93967e+06 1215.5,929675 1.93966e+06 1215.5,929694 1.93968e+06 1215.5,929700 1.93968e+06 1215.5,929705 1.93968e+06 1215.5,929725 1.93969e+06 1215.5,929740 1.93969e+06 1215.5,929750 1.93969e+06 1215.5,929769 1.93969e+06 1215.5,929775 1.93969e+06 1215.5,929793 1.93969e+06 1215.5,929800 1.93969e+06 1215.5,929816 1.93969e+06 1215.5,929825 1.93969e+06 1215.5,929838 1.93969e+06 1215.5,929850 1.93968e+06 1215.5,929857 1.93968e+06 1215.5,929868 1.93968e+06 1215.5,929873 1.93967e+06 1215.5,929875 1.93967e+06 1215.5,929890 1.93966e+06 1215.5,929900 1.93966e+06 1215.5,929916 1.93967e+06 1215.5)
531;LINESTRING(910800 1.94005e+06 1215.5,910812 1.94008e+06 1215.5,910818 1.94009e+06 1215.5,910821 1.9401e+06 1215.5,910823 1.94012e+06 1215.5,910824 1.94012e+06 1215.5,910823 1.94015e+06 1215.5,910823 1.94015e+06 1215.5,910823 1.94017e+06 1215.5,910823 1.94018e+06 1215.5,910823 1.9402e+06 1215.5,910823 1.9402e+06 1215.5)
532;LINESTRING(919000 1.94013e+06 1215.5,919006 1.94015e+06 1215.5,919007 1.94016e+06 1215.5,919013 1.94018e+06 1215.5,919018 1.94019e+06 1215.5,919020 1.9402e+06 1215.5)
