id;wkt
1;LINESTRING(904936 1.94498e+06 974.3,904925 1.94496e+06 974.3,904918 1.94495e+06 974.3,904907 1.94493e+06 974.3,904902 1.94492e+06 974.3,904900 1.94492e+06 974.3,904895 1.9449e+06 974.3,904894 1.94489e+06 974.3,904892 1.94488e+06 974.3,904888 1.94486e+06 974.3,904886 1.94485e+06 974.3,904875 1.94483e+06 974.3,904875 1.94482e+06 974.3,904874 1.94482e+06 974.3,904860 1.9448e+06 974.3,904850 1.94478e+06 974.3,904844 1.94478e+06 974.3,904836 1.94476e+06 974.3,904829 1.94475e+06 974.3,904825 1.94474e+06 974.3,904814 1.94472e+06 974.3,904800 1.9447e+06 974.3,904798 1.9447e+06 974.3,904775 1.94468e+06 974.3,904768 1.94468e+06 974.3,904750 1.94466e+06 974.3,904732 1.94465e+06 974.3,904725 1.94465e+06 974.3,904687 1.94462e+06 974.3,904700 1.94463e+06 974.3,904713 1.94464e+06 974.3)
2;LINESTRING(906650 1.94493e+06 974.3,906667 1.94495e+06 974.3,906675 1.94496e+06 974.3,906692 1.94498e+06 974.3)
3;LINESTRING(907437 1.94498e+06 974.3,907440 1.94497e+06 974.3,907447 1.94495e+06 974.3,907448 1.94495e+06 974.3,907450 1.94495e+06 974.3,907458 1.94493e+06 974.3,907464 1.94492e+06 974.3,907467 1.94492e+06 974.3,907473 1.9449e+06 974.3,907473 1.9449e+06 974.3,907475 1.94489e+06 974.3,907477 1.94488e+06 974.3,907478 1.94488e+06 974.3,907480 1.94485e+06 974.3,907481 1.94485e+06 974.3,907477 1.94483e+06 974.3,907477 1.94482e+06 974.3,907475 1.94482e+06 974.3,907463 1.9448e+06 974.3,907450 1.94479e+06 974.3,907439 1.94478e+06 974.3,907425 1.94476e+06 974.3,907420 1.94475e+06 974.3,907420 1.94475e+06 974.3,907425 1.94472e+06 974.3,907425 1.94472e+06 974.3,907425 1.94472e+06 974.3,907433 1.94471e+06 974.3,907438 1.9447e+06 974.3,907436 1.94469e+06 974.3,907437 1.94468e+06 974.3,907425 1.94466e+06 974.3,907416 1.94465e+06 974.3,907400 1.94463e+06 974.3,907398 1.94462e+06 974.3,907397 1.94462e+06 974.3,907389 1.9446e+06 974.3,907375 1.94458e+06 974.3,907374 1.94458e+06 974.3,907371 1.94457e+06 974.3,907353 1.94455e+06 974.3,907350 1.94455e+06 974.3,907334 1.94452e+06 974.3,907325 1.94451e+06 974.3,907315 1.9445e+06 974.3,907300 1.94448e+06 974.3,907291 1.94448e+06 974.3,907275 1.94446e+06 974.3,907256 1.94445e+06 974.3,907250 1.94445e+06 974.3,907215 1.94442e+06 974.3,907225 1.94443e+06 974.3,907239 1.94444e+06 974.3)
4;LINESTRING(909200 1.94493e+06 974.3,909210 1.94495e+06 974.3,909225 1.94496e+06 974.3,909240 1.94498e+06 974.3)
5;LINESTRING(911113 1.94498e+06 974.3,911115 1.94497e+06 974.3,911118 1.94495e+06 974.3,911119 1.94494e+06 974.3,911125 1.94493e+06 974.3,911127 1.94493e+06 974.3,911128 1.94492e+06 974.3,911137 1.94491e+06 974.3,911147 1.9449e+06 974.3,911149 1.9449e+06 974.3,911150 1.9449e+06 974.3,911161 1.94489e+06 974.3,911170 1.94488e+06 974.3,911173 1.94487e+06 974.3,911175 1.94487e+06 974.3,911184 1.94486e+06 974.3,911190 1.94485e+06 974.3,911194 1.94484e+06 974.3,911200 1.94483e+06 974.3,911203 1.94483e+06 974.3,911205 1.94482e+06 974.3,911211 1.94481e+06 974.3,911216 1.9448e+06 974.3,911219 1.94479e+06 974.3,911225 1.94478e+06 974.3,911228 1.94478e+06 974.3,911229 1.94478e+06 974.3,911237 1.94476e+06 974.3,911245 1.94475e+06 974.3,911247 1.94475e+06 974.3,911250 1.94474e+06 974.3,911257 1.94473e+06 974.3,911259 1.94472e+06 974.3,911265 1.94472e+06 974.3,911274 1.9447e+06 974.3,911274 1.9447e+06 974.3,911275 1.9447e+06 974.3,911282 1.94468e+06 974.3,911284 1.94468e+06 974.3,911286 1.94466e+06 974.3,911288 1.94465e+06 974.3,911285 1.94464e+06 974.3,911284 1.94462e+06 974.3,911275 1.94461e+06 974.3,911272 1.9446e+06 974.3,911269 1.94459e+06 974.3,911260 1.94458e+06 974.3,911250 1.94456e+06 974.3,911246 1.94455e+06 974.3,911241 1.94454e+06 974.3,911233 1.94452e+06 974.3,911225 1.9445e+06 974.3,911225 1.9445e+06 974.3,911231 1.94448e+06 974.3,911235 1.94448e+06 974.3,911243 1.94447e+06 974.3,911250 1.94446e+06 974.3,911257 1.94446e+06 974.3,911265 1.94445e+06 974.3,911271 1.94445e+06 974.3,911275 1.94444e+06 974.3,911287 1.94444e+06 974.3,911300 1.94443e+06 974.3,911303 1.94443e+06 974.3,911308 1.94442e+06 974.3,911319 1.94442e+06 974.3,911325 1.94442e+06 974.3,911336 1.94441e+06 974.3,911350 1.9444e+06 974.3,911352 1.9444e+06 974.3,911357 1.9444e+06 974.3,911369 1.94439e+06 974.3,911375 1.94439e+06 974.3,911386 1.94439e+06 974.3,911400 1.94438e+06 974.3,911403 1.94438e+06 974.3,911407 1.94438e+06 974.3,911417 1.94437e+06 974.3,911425 1.94436e+06 974.3,911427 1.94435e+06 974.3,911428 1.94435e+06 974.3,911435 1.94434e+06 974.3,911441 1.94432e+06 974.3,911443 1.94432e+06 974.3,911450 1.9443e+06 974.3,911451 1.9443e+06 974.3,911451 1.9443e+06 974.3,911456 1.94428e+06 974.3,911459 1.94428e+06 974.3,911460 1.94426e+06 974.3,911462 1.94425e+06 974.3,911457 1.94423e+06 974.3,911455 1.94422e+06 974.3,911450 1.94421e+06 974.3,911445 1.9442e+06 974.3,911444 1.94419e+06 974.3,911440 1.94418e+06 974.3,911440 1.94417e+06 974.3,911440 1.94415e+06 974.3,911441 1.94414e+06 974.3,911441 1.94412e+06 974.3,911441 1.94412e+06 974.3,911441 1.9441e+06 974.3,911441 1.94409e+06 974.3,911441 1.94408e+06 974.3,911442 1.94407e+06 974.3,911445 1.94405e+06 974.3,911446 1.94405e+06 974.3,911450 1.94404e+06 974.3,911458 1.94403e+06 974.3,911475 1.94403e+06 974.3,911478 1.94403e+06 974.3,911500 1.94403e+06 974.3,911501 1.94403e+06 974.3,911525 1.94403e+06 974.3,911526 1.94403e+06 974.3,911550 1.94403e+06 974.3,911551 1.94403e+06 974.3,911575 1.94403e+06 974.3,911576 1.94403e+06 974.3,911600 1.94403e+06 974.3,911600 1.94403e+06 974.3,911625 1.94403e+06 974.3,911626 1.94403e+06 974.3,911650 1.94403e+06 974.3,911650 1.94403e+06 974.3,911651 1.94402e+06 974.3,911671 1.94402e+06 974.3,911675 1.94402e+06 974.3,911689 1.94401e+06 974.3,911700 1.94401e+06 974.3,911703 1.944e+06 974.3,911705 1.944e+06 974.3,911714 1.94399e+06 974.3,911724 1.94398e+06 974.3,911724 1.94397e+06 974.3,911725 1.94397e+06 974.3,911735 1.94396e+06 974.3,911742 1.94395e+06 974.3,911745 1.94395e+06 974.3,911750 1.94394e+06 974.3,911756 1.94393e+06 974.3,911760 1.94392e+06 974.3,911766 1.94392e+06 974.3,911775 1.9439e+06 974.3,911777 1.9439e+06 974.3,911778 1.9439e+06 974.3,911788 1.94389e+06 974.3,911796 1.94388e+06 974.3,911798 1.94387e+06 974.3,911800 1.94387e+06 974.3,911809 1.94386e+06 974.3,911819 1.94385e+06 974.3,911822 1.94385e+06 974.3,911825 1.94384e+06 974.3,911836 1.94384e+06 974.3,911848 1.94382e+06 974.3,911849 1.94382e+06 974.3,911850 1.94382e+06 974.3,911863 1.94381e+06 974.3,911875 1.9438e+06 974.3,911877 1.9438e+06 974.3,911879 1.9438e+06 974.3,911889 1.94379e+06 974.3,911898 1.94378e+06 974.3,911898 1.94377e+06 974.3,911900 1.94377e+06 974.3,911904 1.94375e+06 974.3,911904 1.94375e+06 974.3,911902 1.94373e+06 974.3,911902 1.94372e+06 974.3,911900 1.94372e+06 974.3,911891 1.9437e+06 974.3,911882 1.94368e+06 974.3,911879 1.94368e+06 974.3,911875 1.94367e+06 974.3,911865 1.94365e+06 974.3,911852 1.94363e+06 974.3,911851 1.94362e+06 974.3,911850 1.94362e+06 974.3,911841 1.9436e+06 974.3,911840 1.94359e+06 974.3,911837 1.94358e+06 974.3,911833 1.94356e+06 974.3,911831 1.94355e+06 974.3,911825 1.94353e+06 974.3,911821 1.94352e+06 974.3,911802 1.9435e+06 974.3,911800 1.9435e+06 974.3,911800 1.9435e+06 974.3,911782 1.94348e+06 974.3,911775 1.94346e+06 974.3,911766 1.94345e+06 974.3,911750 1.94343e+06 974.3,911749 1.94342e+06 974.3,911725 1.9434e+06 974.3,911721 1.9434e+06 974.3,911700 1.94338e+06 974.3,911688 1.94338e+06 974.3,911675 1.94337e+06 974.3,911638 1.94335e+06 974.3,911650 1.94335e+06 974.3,911657 1.94336e+06 974.3)
6;LINESTRING(913258 1.94498e+06 974.3,913266 1.94497e+06 974.3,913275 1.94495e+06 974.3,913276 1.94495e+06 974.3,913276 1.94495e+06 974.3,913275 1.94494e+06 974.3,913270 1.94492e+06 974.3,913250 1.94491e+06 974.3,912868 1.9449e+06 974.3,912875 1.9449e+06 974.3,912876 1.9449e+06 974.3,912900 1.9449e+06 974.3,912903 1.9449e+06 974.3,912925 1.94491e+06 974.3,912931 1.94491e+06 974.3,912950 1.94491e+06 974.3,912957 1.94491e+06 974.3,912975 1.94491e+06 974.3,912981 1.94491e+06 974.3,913000 1.94491e+06 974.3,913005 1.94491e+06 974.3,913025 1.94491e+06 974.3,913030 1.94491e+06 974.3,913050 1.94491e+06 974.3,913057 1.94491e+06 974.3,913075 1.94491e+06 974.3,913085 1.94491e+06 974.3,913100 1.94491e+06 974.3,913112 1.94491e+06 974.3,913125 1.94491e+06 974.3,913138 1.94491e+06 974.3,913150 1.94491e+06 974.3,913162 1.94491e+06 974.3,913175 1.94491e+06 974.3,913186 1.94491e+06 974.3,913200 1.94491e+06 974.3,913210 1.94491e+06 974.3,913225 1.94491e+06 974.3,913237 1.94491e+06 974.3)
